,pathway,c_index,roc_auc_score
742,GO_RESPONSE_TO_POTASSIUM_ION,0.5392166391291671,0.5975485188968335
743,GO_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS,0.5535523374477598,0.6096016343207356
744,GO_SMALL_MOLECULE_METABOLIC_PROCESS,0.5621537564389153,0.6140960163432073
745,GO_THYMUS_DEVELOPMENT,0.5326076392263582,0.5697650663942799
746,GO_NEGATIVE_REGULATION_OF_ADHERENS_JUNCTION_ORGANIZATION,0.5346972494897463,0.5704800817160367
747,GO_HOMEOSTATIC_PROCESS,0.5562736903489163,0.6068437180796731
748,GO_CEREBELLAR_CORTEX_MORPHOGENESIS,0.5716784915929634,0.589070480081716
749,GO_POSITIVE_REGULATION_OF_CYTOPLASMIC_TRANSPORT,0.5592866167751969,0.5983656792645557
750,GO_MORPHOGENESIS_OF_AN_EPITHELIUM,0.5357177568276801,0.5760980592441267
751,GO_OSTEOBLAST_DIFFERENTIATION,0.5346486539022257,0.6118488253319714
752,GO_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION,0.5639031975896589,0.6085801838610827
753,GO_DEFENSE_RESPONSE_TO_VIRUS,0.5498104772086695,0.5598569969356486
754,GO_SENSORY_PERCEPTION_OF_CHEMICAL_STIMULUS,0.5640489843522208,0.6175689479060266
755,GO_REGULATION_OF_RUFFLE_ASSEMBLY,0.527456506949169,0.5756894790602657
756,GO_CELLULAR_PIGMENTATION,0.5377587715035475,0.57170582226762
757,GO_NEGATIVE_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS,0.4706482651375255,0.4726251276813074
758,GO_VACUOLAR_TRANSPORT,0.558411896199825,0.6360572012257406
759,GO_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION,0.582369520847507,0.613993871297242
760,GO_POSITIVE_REGULATION_OF_VIRAL_RELEASE_FROM_HOST_CELL,0.5178345806200797,0.5462717058222676
761,GO_LEUKOCYTE_MEDIATED_CYTOTOXICITY,0.5381961317912334,0.5818181818181818
762,GO_POSITIVE_REGULATION_OF_VACUOLAR_TRANSPORT,0.5216250364466907,0.5548518896833503
763,GO_POSITIVE_REGULATION_OF_LYASE_ACTIVITY,0.537272815628341,0.6242083758937691
764,GO_ENTRAINMENT_OF_CIRCADIAN_CLOCK_BY_PHOTOPERIOD,0.5311983671882593,0.5992849846782432
765,GO_SUPEROXIDE_METABOLIC_PROCESS,0.5345514627271843,0.6007150153217569
766,GO_ORGANIC_HYDROXY_COMPOUND_METABOLIC_PROCESS,0.5533093595101565,0.5968335035750767
767,GO_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING,0.5517057051219749,0.5708886618998978
768,GO_PHOTOTRANSDUCTION,0.5175430070949558,0.5631256384065373
769,GO_REGULATION_OF_LIGASE_ACTIVITY,0.5397025950043736,0.5869254341164454
770,GO_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY,0.5498590727961901,0.621144024514811
771,GO_SULFATE_TRANSPORT,0.5548158227232968,0.6450459652706843
772,GO_RESPONSE_TO_FOOD,0.5034502867139664,0.5613891726251277
773,GO_REGULATION_OF_PROTEIN_INSERTION_INTO_MITOCHONDRIAL_MEMBRANE_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY,0.5086986101661969,0.5648621041879468
774,GO_TELOMERE_ORGANIZATION,0.556613859461561,0.5764044943820225
775,GO_IMMUNE_SYSTEM_DEVELOPMENT,0.5627369034891632,0.5866189989785496
776,GO_CAMP_BIOSYNTHETIC_PROCESS,0.5314899407133832,0.565679264555669
777,GO_ALPHA_AMINO_ACID_CATABOLIC_PROCESS,0.5376129847409855,0.6192032686414709
778,GO_CELLULAR_COMPONENT_MAINTENANCE,0.525221109923219,0.5378958120531155
779,GO_REGULATION_OF_CARDIAC_MUSCLE_CELL_CONTRACTION,0.5510739624842065,0.5704800817160367
780,GO_FC_GAMMA_RECEPTOR_SIGNALING_PATHWAY,0.5217222276217319,0.6008171603677221
781,GO_RRNA_METABOLIC_PROCESS,0.5663329769656915,0.608682328907048
782,GO_RESPIRATORY_SYSTEM_PROCESS,0.5282340363494995,0.5440245148110316
783,GO_NEUROTRANSMITTER_TRANSPORT,0.568373991641559,0.6144024514811032
784,GO_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION,0.522694139372145,0.5179775280898877
785,GO_REGULATION_OF_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY,0.5595295947128001,0.641981613891726
786,GO_PH_REDUCTION,0.5209446982214015,0.555873340143003
787,GO_POSITIVE_REGULATION_OF_TRIGLYCERIDE_LIPASE_ACTIVITY,0.5067061910778501,0.5542390194075588
788,GO_MONOSACCHARIDE_CATABOLIC_PROCESS,0.5546700359607347,0.6188968335035752
789,GO_POSITIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS,0.5100592866167752,0.4978549540347293
790,GO_RESPONSE_TO_FUNGICIDE,0.5123918748177666,0.5747701736465781
791,GO_NEGATIVE_REGULATION_BY_HOST_OF_VIRAL_TRANSCRIPTION,0.5029643308387598,0.546782431052094
792,GO_REGULATION_OF_EPIDERMAL_GROWTH_FACTOR_ACTIVATED_RECEPTOR_ACTIVITY,0.522839926134707,0.5674157303370787
793,GO_PROTEIN_NEDDYLATION,0.5135581689182622,0.5379979570990807
794,GO_POTASSIUM_ION_HOMEOSTASIS,0.5359607347652833,0.5949948927477018
795,GO_HORMONE_TRANSPORT,0.5543298668480902,0.6225740551583248
796,GO_PROTEIN_CATABOLIC_PROCESS,0.549032947808339,0.6114402451481104
797,GO_POSITIVE_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY,0.49227330158421617,0.5065372829417774
798,GO_NEGATIVE_REGULATION_OF_MYOTUBE_DIFFERENTIATION,0.5287685878122267,0.583452502553626
799,GO_INORGANIC_ANION_TRANSPORT,0.5645349402274273,0.6360572012257406
800,GO_CARBOHYDRATE_PHOSPHORYLATION,0.5186121100204102,0.5726251276813074
801,GO_PROTEIN_IMPORT,0.5463115949071824,0.5791624106230848
802,GO_NUCLEOSIDE_BISPHOSPHATE_METABOLIC_PROCESS,0.5245407716979298,0.5556690500510724
803,GO_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY,0.5392652347166877,0.5570990806945864
804,GO_MAMMARY_GLAND_EPITHELIAL_CELL_DIFFERENTIATION,0.5256584702109048,0.5660878447395301
805,GO_CELLULAR_RESPONSE_TO_GAMMA_RADIATION,0.5319273010010691,0.538100102145046
806,GO_REGULATION_OF_HEAT_GENERATION,0.5090387792788414,0.5171603677221656
807,GO_REGULATION_OF_FIBROBLAST_MIGRATION,0.5238604334726407,0.5774259448416752
808,GO_INDUCTION_OF_POSITIVE_CHEMOTAXIS,0.5210418893964428,0.5404494382022471
809,GO_REGENERATION,0.530955389250656,0.570173646578141
810,GO_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,0.5159393527067743,0.5806945863125639
811,GO_REGULATION_OF_TRANSLATIONAL_ELONGATION,0.5017494411507435,0.5105209397344228
812,GO_CELL_MATRIX_ADHESION,0.557439984449412,0.6014300306435139
813,GO_PITUITARY_GLAND_DEVELOPMENT,0.5401885508795802,0.5741573033707865
814,GO_MATING,0.5321702789386724,0.5978549540347293
815,GO_DEVELOPMENTAL_INDUCTION,0.520312955583633,0.5733401430030644
816,GO_REGULATION_OF_TRANSFERASE_ACTIVITY,0.559675381475362,0.5965270684371807
817,GO_NEGATIVE_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS,0.5028185440761979,0.5766087844739529
818,GO_CHROMOSOME_SEPARATION,0.5195354261833025,0.5241062308478038
819,GO_GANGLIOSIDE_METABOLIC_PROCESS,0.5363980950529692,0.5796731358529111
820,GO_TISSUE_HOMEOSTASIS,0.5325590436388375,0.6066394279877426
821,GO_ANTIGEN_PROCESSING_AND_PRESENTATION_VIA_MHC_CLASS_IB,0.5302750510253669,0.5517875383043923
822,GO_GAMMA_AMINOBUTYRIC_ACID_SIGNALING_PATHWAY,0.5451938963942075,0.5725229826353422
823,GO_POSITIVE_REGULATION_OF_STEROL_TRANSPORT,0.4815822723296725,0.5293156281920327
824,GO_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS,0.5391680435416464,0.5718079673135853
825,GO_CELL_CYCLE_ARREST,0.5401399552920595,0.5816138917262513
826,GO_THYROID_HORMONE_METABOLIC_PROCESS,0.5354747788900768,0.552093973442288
827,GO_APOPTOTIC_CELL_CLEARANCE,0.5194868305957819,0.5553626149131766
828,GO_MODIFICATION_OF_MORPHOLOGY_OR_PHYSIOLOGY_OF_OTHER_ORGANISM,0.5419865876178444,0.5648621041879469
829,GO_RIBOSOME_ASSEMBLY,0.5050053455146273,0.5252298263534217
830,GO_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_DEPOLYMERIZATION,0.5445135581689182,0.6007150153217569
831,GO_DNA_LIGATION_INVOLVED_IN_DNA_REPAIR,0.5342598892020605,0.5461695607763024
832,GO_REGULATION_OF_CELL_JUNCTION_ASSEMBLY,0.5321216833511517,0.5810010214504597
833,GO_HYPEROSMOTIC_RESPONSE,0.51934104383322,0.5583248212461696
834,GO_REGULATION_OF_SMAD_PROTEIN_IMPORT_INTO_NUCLEUS,0.5227427349596656,0.5405515832482124
835,GO_NEGATIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,0.5234230731849548,0.5460674157303371
836,GO_ARTERY_DEVELOPMENT,0.5582661094372631,0.6173646578140961
837,GO_PROTEIN_DEALKYLATION,0.5155991835941297,0.5534218590398365
838,GO_NEGATIVE_REGULATION_OF_DENDRITE_MORPHOGENESIS,0.5021868014384294,0.5156281920326864
839,GO_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION,0.5194868305957819,0.5785495403472932
840,GO_EXTRACELLULAR_MATRIX_ASSEMBLY,0.5204101467586744,0.5662921348314607
841,GO_POSTREPLICATION_REPAIR,0.5194382350082613,0.5884576098059244
842,GO_SKELETAL_SYSTEM_DEVELOPMENT,0.5574885800369327,0.6409601634320735
843,GO_ORGANOPHOSPHATE_METABOLIC_PROCESS,0.5570026241617261,0.5908069458631257
844,GO_CARDIAC_MYOFIBRIL_ASSEMBLY,0.5739138886189133,0.6204290091930541
845,GO_REGULATION_OF_HEART_CONTRACTION,0.5527748080474293,0.5980592441266599
846,GO_CELLULAR_AMINO_ACID_BIOSYNTHETIC_PROCESS,0.5502478374963553,0.6114402451481104
847,GO_CRANIAL_NERVE_MORPHOGENESIS,0.5149674409563612,0.5924412665985701
848,GO_ACTIVATION_OF_JUN_KINASE_ACTIVITY,0.5336767421518126,0.5378958120531154
849,GO_REGULATION_OF_BROWN_FAT_CELL_DIFFERENTIATION,0.5263874040237146,0.554341164453524
850,GO_FIBRIL_ORGANIZATION,0.5458742346194966,0.5913176710929519
851,GO_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS,0.563320050539411,0.65658835546476
852,GO_MONOVALENT_INORGANIC_CATION_TRANSPORT,0.5660899990280882,0.6217568947906027
853,GO_RELAXATION_OF_CARDIAC_MUSCLE,0.5509281757216444,0.572420837589377
854,GO_POSITIVE_REGULATION_OF_BEHAVIOR,0.531101176013218,0.5959141981613891
855,GO_CALCIUM_MEDIATED_SIGNALING_USING_INTRACELLULAR_CALCIUM_SOURCE,0.5167654776946253,0.562308478038815
856,GO_NEURAL_TUBE_DEVELOPMENT,0.5387792788414812,0.5975485188968335
857,GO_POLYSACCHARIDE_METABOLIC_PROCESS,0.5373700068033822,0.6105209397344229
858,GO_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION,0.5550102050733794,0.6036772216547498
859,GO_CYCLIC_NUCLEOTIDE_METABOLIC_PROCESS,0.5514627271843716,0.5655771195097039
860,GO_POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION,0.5233258820099135,0.5503575076608784
861,GO_MULTICELLULAR_ORGANISMAL_MOVEMENT,0.5630770726018077,0.603779366700715
862,GO_CLATHRIN_COAT_ASSEMBLY,0.50967052191661,0.5477017364657814
863,GO_NEGATIVE_REGULATION_OF_MEIOTIC_NUCLEAR_DIVISION,0.5148702497813199,0.49622063329928495
864,GO_VASCULAR_SMOOTH_MUSCLE_CELL_DIFFERENTIATION,0.5220623967343765,0.5609805924412666
865,GO_POSITIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS,0.5579259403246185,0.6097037793667008
866,GO_NEGATIVE_REGULATION_OF_NITROGEN_COMPOUND_METABOLIC_PROCESS,0.5627369034891632,0.6076608784473952
867,GO_DNA_INTEGRATION,0.532510448051317,0.5393258426966293
868,GO_CELL_ACTIVATION,0.5583633006123044,0.591317671092952
869,GO_REGULATION_OF_MYELINATION,0.5133637865681796,0.5734422880490296
870,GO_NEGATIVE_REGULATION_OF_JUN_KINASE_ACTIVITY,0.5155019924190883,0.5308478038815118
871,GO_REGULATION_OF_AXON_GUIDANCE,0.5278452716493343,0.5636363636363637
872,GO_REGULATION_OF_DOPAMINE_SECRETION,0.5445621537564389,0.5976506639427988
873,GO_RESPONSE_TO_COPPER_ION,0.49961123529983475,0.528702757916241
874,GO_REGULATION_OF_CIRCADIAN_SLEEP_WAKE_CYCLE,0.5499562639712314,0.610929519918284
875,GO_NEGATIVE_REGULATION_OF_CELLULAR_PROTEIN_CATABOLIC_PROCESS,0.5762464768199047,0.6182839632277835
876,GO_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION,0.5212362717465254,0.546782431052094
877,GO_RESPONSE_TO_AXON_INJURY,0.541889396442803,0.6209397344228805
878,GO_REGULATION_OF_VACUOLE_ORGANIZATION,0.5308096024880941,0.5895812053115425
879,GO_CIRCADIAN_REGULATION_OF_GENE_EXPRESSION,0.5343570803771017,0.6339121552604698
880,GO_RETINOL_METABOLIC_PROCESS,0.5148216541937992,0.5785495403472932
881,GO_OXALOACETATE_METABOLIC_PROCESS,0.5328020215764409,0.6027579162410623
882,GO_NEGATIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY,0.5289143745747886,0.5580183861082737
883,GO_NEGATIVE_REGULATION_OF_EXOCYTOSIS,0.4872679560695889,0.4907048008171603
884,GO_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY,0.5467003596073476,0.6027579162410623
885,GO_REGULATION_OF_WNT_SIGNALING_PATHWAY,0.534600058314705,0.5547497446373851
886,GO_NEGATIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY,0.5388278744290018,0.5911133810010215
887,GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN,0.568373991641559,0.5633299284984679
888,GO_HIPPO_SIGNALING,0.5315871318884245,0.5488253319713994
889,GO_NEGATIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,0.5568568373991641,0.6059244126659857
890,GO_REGULATION_OF_MEMBRANE_DEPOLARIZATION,0.5290601613373506,0.5878447395301327
891,GO_AMINO_SUGAR_BIOSYNTHETIC_PROCESS,0.502381183788512,0.5253319713993871
892,GO_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT,0.5477208669452813,0.5881511746680287
893,GO_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_CHROMOSOME,0.5227913305471863,0.523391215526047
894,GO_REGULATION_OF_CARDIAC_MUSCLE_CELL_DIFFERENTIATION,0.5475750801827194,0.5912155260469867
895,GO_POSITIVE_REGULATION_OF_DIGESTIVE_SYSTEM_PROCESS,0.5185149188453688,0.5527068437180798
896,GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE,0.5240062202352026,0.5598569969356486
897,GO_TETRAPYRROLE_BIOSYNTHETIC_PROCESS,0.5523374477597434,0.599591419816139
898,GO_NUCLEOSIDE_PHOSPHATE_BIOSYNTHETIC_PROCESS,0.534745845077267,0.595812053115424
899,GO_PROTEIN_LIPID_COMPLEX_ASSEMBLY,0.5384877053163573,0.5867211440245147
900,GO_POSITIVE_REGULATION_OF_SODIUM_ION_TRANSPORT,0.5286713966371853,0.589070480081716
901,GO_DETECTION_OF_OTHER_ORGANISM,0.5411118670424725,0.5914198161389173
902,GO_ESTABLISHMENT_OF_LOCALIZATION_IN_CELL,0.5583633006123044,0.6012257405515834
903,GO_G_PROTEIN_COUPLED_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY,0.5198755952959472,0.540755873340143
904,GO_NEURAL_RETINA_DEVELOPMENT,0.5497618816211488,0.5371807967313585
905,GO_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING,0.5056370881523957,0.5421859039836568
906,GO_REGULATION_OF_EXIT_FROM_MITOSIS,0.5036932646515696,0.529417773237998
907,GO_FORELIMB_MORPHOGENESIS,0.5297890951501604,0.5854954034729316
908,GO_ASPARTATE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS,0.5195840217708232,0.5547497446373851
909,GO_MANGANESE_ION_TRANSPORT,0.5039848381766936,0.5188968335035751
910,GO_POSITIVE_REGULATION_OF_HISTONE_H3_K4_METHYLATION,0.5198269997084265,0.5913176710929519
911,GO_NEURON_PROJECTION_DEVELOPMENT,0.5486441831081738,0.5957099080694586
912,GO_MALE_GAMETE_GENERATION,0.551268344834289,0.5989785495403472
913,GO_POSITIVE_REGULATION_OF_FIBROBLAST_MIGRATION,0.55282340363495,0.6024514811031665
914,GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_OXIDATIVE_STRESS,0.5344056759646224,0.596629213483146
915,GO_CHAPERONE_MEDIATED_PROTEIN_COMPLEX_ASSEMBLY,0.5019438235008261,0.5097037793667007
916,GO_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE,0.5604529108756925,0.604902962206333
917,GO_CHONDROCYTE_DEVELOPMENT,0.5213820585090874,0.5685393258426966
918,GO_MEMBRANE_RAFT_ORGANIZATION,0.5208475070463602,0.5480081716036771
919,GO_MITOTIC_SISTER_CHROMATID_SEGREGATION,0.5500534551462727,0.578855975485189
920,GO_MICROTUBULE_NUCLEATION,0.5046651764019827,0.5365679264555668
921,GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE,0.5443191758188356,0.587946884576098
922,GO_NEGATIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE,0.5308581980756147,0.5302349336057202
923,GO_REGULATION_OF_SEQUESTERING_OF_CALCIUM_ION,0.5582175138497425,0.603779366700715
924,GO_REGULATION_OF_MEMBRANE_LIPID_METABOLIC_PROCESS,0.5300806686752843,0.5182839632277834
925,GO_XENOPHAGY,0.5677422490037904,0.5865168539325842
926,GO_DRUG_TRANSMEMBRANE_TRANSPORT,0.5585090873748664,0.5882533197139939
927,GO_POSITIVE_REGULATION_OF_MEMBRANE_DEPOLARIZATION,0.5151618233064438,0.5457609805924413
928,GO_MYD88_DEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,0.5332393818641268,0.5867211440245148
929,GO_REGULATION_OF_PROTEIN_POLYMERIZATION,0.5509281757216444,0.5971399387129724
930,GO_REGULATION_OF_PROTEIN_TARGETING_TO_MEMBRANE,0.498736514724463,0.5301327885597549
931,GO_KIDNEY_EPITHELIUM_DEVELOPMENT,0.5305666245504909,0.5757916241062309
932,GO_HISTONE_H2A_UBIQUITINATION,0.5090387792788414,0.49417773237997953
933,GO_TOOTH_MINERALIZATION,0.503790455826611,0.5192032686414709
934,GO_REGULATION_OF_HAIR_CYCLE,0.5063660219652055,0.570990806945863
935,GO_NEGATIVE_REGULATION_OF_BONE_REMODELING,0.5075809116532218,0.5172625127681307
936,GO_POSITIVE_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS,0.5356205656526387,0.578140960163432
937,GO_ESTABLISHMENT_OF_MITOTIC_SPINDLE_ORIENTATION,0.5475264845951987,0.6015321756894791
938,GO_POSITIVE_REGULATION_OF_PROTEIN_OLIGOMERIZATION,0.4988337058995043,0.5624106230847803
939,GO_SPINDLE_CHECKPOINT,0.5331907862766061,0.5930541368743616
940,GO_POSITIVE_REGULATION_OF_STAT_CASCADE,0.5050053455146273,0.5401430030643514
941,GO_LEUKOTRIENE_BIOSYNTHETIC_PROCESS,0.5077266984157839,0.5837589376915219
942,GO_POSITIVE_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING,0.5329478083390028,0.5506639427987743
943,GO_POSITIVE_REGULATION_OF_THYMOCYTE_AGGREGATION,0.5145786762561959,0.5404494382022472
944,GO_CATECHOLAMINE_METABOLIC_PROCESS,0.5392166391291671,0.6201225740551584
945,GO_POSITIVE_REGULATION_OF_PROTEIN_COMPLEX_DISASSEMBLY,0.5273107201866071,0.5545454545454546
946,GO_BLASTOCYST_FORMATION,0.5349888230148703,0.5640449438202246
947,GO_REGULATION_OF_WATER_LOSS_VIA_SKIN,0.5171056468072699,0.5729315628192033
948,GO_NEGATIVE_REGULATION_OF_REGULATED_SECRETORY_PATHWAY,0.48571289726892797,0.4851889683350358
949,GO_CELL_DIFFERENTIATION_INVOLVED_IN_METANEPHROS_DEVELOPMENT,0.5284770142871027,0.5652706843718079
950,GO_POSITIVE_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS,0.5363980950529692,0.576608784473953
951,GO_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT,0.5305180289629702,0.5734422880490295
952,GO_MAGNESIUM_ION_TRANSPORT,0.5265331907862766,0.582635342185904
953,GO_PYRIMIDINE_RIBONUCLEOSIDE_METABOLIC_PROCESS,0.5263874040237146,0.5359550561797753
954,GO_PROTEIN_LOCALIZATION_TO_CENTROSOME,0.5055884925648751,0.4893769152196118
955,GO_POSITIVE_REGULATION_OF_B_CELL_PROLIFERATION,0.5319758965885898,0.5613891726251277
956,GO_POSITIVE_REGULATION_OF_ORGANELLE_ORGANIZATION,0.556322285936437,0.6105209397344229
957,GO_MUSCLE_CELL_PROLIFERATION,0.5205073379337156,0.5717058222676201
958,GO_VENTRAL_SPINAL_CORD_INTERNEURON_SPECIFICATION,0.5242977937603266,0.6141981613891726
959,GO_AMINO_ACID_TRANSMEMBRANE_TRANSPORT,0.5385363009038779,0.5835546475995914
960,GO_CELLULAR_RESPONSE_TO_ACID_CHEMICAL,0.5604043152881718,0.6034729315628192
961,GO_PHAGOCYTOSIS_ENGULFMENT,0.5132665953931383,0.5676200204290092
962,GO_REGULATION_OF_TOLERANCE_INDUCTION,0.5316843230634658,0.5318692543411645
963,GO_REGULATION_OF_CORTICOSTEROID_HORMONE_SECRETION,0.5075323160657013,0.5578140960163432
964,GO_CELLULAR_SENESCENCE,0.5259500437360287,0.5299284984678243
965,GO_SULFATION,0.5397025950043736,0.5452502553626148
966,GO_REGULATION_OF_MEIOTIC_CELL_CYCLE,0.5397997861794149,0.5784473953013278
967,GO_DNA_DEALKYLATION,0.554086888910487,0.5947906026557713
968,GO_ACTIN_FILAMENT_BASED_MOVEMENT,0.5520944698221402,0.5933605720122574
969,GO_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION,0.5322674701137137,0.5867211440245148
970,GO_SARCOMERE_ORGANIZATION,0.5394596170667704,0.5964249233912156
971,GO_POSITIVE_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY,0.5157935659442122,0.5019407558733401
972,GO_OVULATION_CYCLE,0.5529205948099912,0.6011235955056179
973,GO_NEGATIVE_REGULATION_OF_NITRIC_OXIDE_METABOLIC_PROCESS,0.535037418602391,0.5341164453524004
974,GO_VENTRICULAR_SYSTEM_DEVELOPMENT,0.5307610069005734,0.553932584269663
975,GO_ADULT_LOCOMOTORY_BEHAVIOR,0.5753231606570124,0.6416751787538304
976,GO_REGULATION_OF_ACTIVATED_T_CELL_PROLIFERATION,0.5270677422490038,0.5338100102145046
977,GO_POSITIVE_REGULATION_OF_HOMEOSTATIC_PROCESS,0.5640975799397415,0.6003064351378957
978,GO_RESPONSE_TO_GRAVITY,0.5310525804256974,0.5866189989785494
979,GO_REGULATION_OF_IMMUNOGLOBULIN_SECRETION,0.4968412868111575,0.5223697650663942
980,GO_ACETYL_COA_METABOLIC_PROCESS,0.5293517348624744,0.5777323799795709
981,GO_CREATINE_METABOLIC_PROCESS,0.5083098454660316,0.5438202247191011
982,GO_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS,0.546505977257265,0.5944841675178754
983,GO_POSITIVE_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION,0.560938866750899,0.6530132788559755
984,GO_IRON_ION_TRANSPORT,0.5075809116532218,0.5442288049029622
985,GO_REGULATION_OF_RECEPTOR_BINDING,0.5321216833511517,0.5512768130745659
986,GO_POSITIVE_REGULATION_OF_POTASSIUM_ION_TRANSPORT,0.5629798814267665,0.61511746680286
987,GO_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT,0.5534551462727184,0.5938712972420837
988,GO_REGULATION_OF_CARDIAC_MUSCLE_CELL_PROLIFERATION,0.5221595879094179,0.5548518896833504
989,GO_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND,0.5505880066089999,0.5894790602655771
990,GO_REGULATION_OF_INTERLEUKIN_10_SECRETION,0.49256487510934005,0.5153217568947905
991,GO_REGULATION_OF_LAMELLIPODIUM_ASSEMBLY,0.5070463601904946,0.5442288049029622
992,GO_CELLULAR_KETONE_METABOLIC_PROCESS,0.5582661094372631,0.6416751787538305
993,GO_CRANIAL_NERVE_DEVELOPMENT,0.5497132860336281,0.6178753830439223
994,GO_WNT_SIGNALING_PATHWAY_CALCIUM_MODULATING_PATHWAY,0.5255126834483429,0.5733401430030644
995,GO_EPIDERMAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,0.5521430654096608,0.5606741573033709
996,GO_CELL_PROLIFERATION_IN_FOREBRAIN,0.5219652055593352,0.5831460674157303
997,GO_RESPONSE_TO_MURAMYL_DIPEPTIDE,0.523666051122558,0.573953013278856
998,GO_REGULATION_OF_POSITIVE_CHEMOTAXIS,0.5279910584118962,0.5606741573033708
999,GO_REGULATION_OF_IMMUNE_RESPONSE,0.5486927786956944,0.5863125638406537
1000,GO_NEGATIVE_REGULATION_OF_NOTCH_SIGNALING_PATHWAY,0.5294489260375158,0.5631256384065373
1001,GO_MEMBRANE_LIPID_CATABOLIC_PROCESS,0.5153076100690057,0.5310520939734423
1002,GO_POSITIVE_REGULATION_OF_NEUROBLAST_PROLIFERATION,0.5180289629701623,0.5966292134831459
1003,GO_CARTILAGE_MORPHOGENESIS,0.5136553600933035,0.5107252298263534
1004,GO_PEPTIDE_SECRETION,0.5317329186509865,0.5914198161389173
1005,GO_THIOESTER_METABOLIC_PROCESS,0.5178831762076004,0.5789581205311543
1006,GO_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE,0.5513169404218097,0.5720122574055159
1007,GO_REGULATION_OF_T_HELPER_2_CELL_DIFFERENTIATION,0.5225969481971037,0.5201225740551583
1008,GO_NEGATIVE_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS,0.5536981242103217,0.5942798774259448
1009,GO_PURINE_RIBONUCLEOSIDE_BISPHOSPHATE_METABOLIC_PROCESS,0.509378948391486,0.5193054136874361
