,pathway,train_gradient_boosting_roc_auc_score,validation_gradient_boosting_roc_auc_score
649,GO_CELL_DEATH,0.9620020429009193,0.47735849056603774
650,GO_CELLULAR_IRON_ION_HOMEOSTASIS,0.7635342185903984,0.5182389937106918
651,GO_CONTRACTILE_ACTIN_FILAMENT_BUNDLE_ASSEMBLY,0.6410623084780387,0.4314465408805031
652,GO_MACROMOLECULE_DEACYLATION,0.7844739530132789,0.4937106918238994
653,GO_TRANSLATIONAL_INITIATION,0.7244126659856996,0.4880503144654088
654,GO_ACTIVATION_OF_NF_KAPPAB_INDUCING_KINASE_ACTIVITY,0.6519918283963229,0.42830188679245285
655,GO_SYNAPTIC_TRANSMISSION_CHOLINERGIC,0.7804902962206333,0.4836477987421383
656,GO_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,0.6557711950970377,0.6477987421383647
657,GO_REGULATION_OF_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY,0.6443309499489275,0.5245283018867924
658,GO_POSITIVE_REGULATION_OF_CELLULAR_PROTEIN_LOCALIZATION,0.9564862104187948,0.5465408805031446
659,GO_PLASMA_MEMBRANE_ORGANIZATION,0.9045965270684372,0.6251572327044025
660,GO_REGULATION_OF_NEUROTRANSMITTER_SECRETION,0.80194075587334,0.610062893081761
661,GO_POSITIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS,0.9026557711950969,0.489937106918239
662,GO_ACTIVATION_OF_ADENYLATE_CYCLASE_ACTIVITY,0.7790602655771194,0.4779874213836478
663,GO_WHITE_FAT_CELL_DIFFERENTIATION,0.5730337078651686,0.49748427672955975
664,GO_OOGENESIS,0.8104187946884576,0.45220125786163523
665,GO_REGULATION_OF_SHORT_TERM_NEURONAL_SYNAPTIC_PLASTICITY,0.7122574055158325,0.5427672955974843
666,GO_ALDEHYDE_CATABOLIC_PROCESS,0.5752808988764044,0.5408805031446541
667,GO_RESPONSE_TO_TYPE_I_INTERFERON,0.7338100102145045,0.5069182389937107
668,GO_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY,0.6870275791624106,0.4968553459119497
669,GO_HYALURONAN_CATABOLIC_PROCESS,0.6887640449438203,0.5754716981132075
670,GO_NEUROTRANSMITTER_BIOSYNTHETIC_PROCESS,0.6969356486210418,0.5849056603773585
671,GO_PENTOSE_PHOSPHATE_SHUNT,0.5326864147088867,0.5666666666666667
672,GO_CYTOKINE_MEDIATED_SIGNALING_PATHWAY,0.9544433094994893,0.5943396226415095
673,GO_ATP_GENERATION_FROM_ADP,0.7412665985699692,0.4037735849056604
674,GO_NEGATIVE_REGULATION_OF_LOCOMOTION,0.9424923391215526,0.6044025157232704
675,GO_IMP_METABOLIC_PROCESS,0.5716036772216547,0.46855345911949686
676,GO_NCRNA_3_END_PROCESSING,0.5055158324821246,0.4578616352201258
677,GO_LYMPH_NODE_DEVELOPMENT,0.6339121552604698,0.5691823899371069
678,GO_REGULATION_OF_CELLULAR_COMPONENT_SIZE,0.9579162410623085,0.6251572327044025
679,GO_MITOCHONDRIAL_TRANSPORT,0.8076608784473953,0.7132075471698113
680,GO_SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS,0.8926455566905006,0.4867924528301887
681,GO_T_CELL_PROLIFERATION,0.7455566905005108,0.5691823899371069
682,GO_REGULATION_OF_RESPIRATORY_GASEOUS_EXCHANGE_BY_NEUROLOGICAL_SYSTEM_PROCESS,0.6692543411644535,0.5886792452830188
683,GO_PROTEIN_TARGETING,0.9197139938712973,0.5685534591194968
684,GO_POSITIVE_REGULATION_OF_CHOLESTEROL_EFFLUX,0.6504596527068437,0.4327044025157233
685,GO_SINGLE_ORGANISM_BIOSYNTHETIC_PROCESS,0.9853932584269662,0.5295597484276731
686,GO_POSITIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION,0.6330949948927477,0.5056603773584906
687,GO_NEGATIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE,0.8205311542390193,0.5213836477987421
688,GO_REGULATION_OF_ALPHA_AMINO_3_HYDROXY_5_METHYL_4_ISOXAZOLE_PROPIONATE_SELECTIVE_GLUTAMATE_RECEPTOR_ACTIVITY,0.7550561797752808,0.4616352201257861
689,GO_REGULATION_OF_ENDOTHELIAL_CELL_DIFFERENTIATION,0.7731358529111337,0.6182389937106918
690,GO_REGULATION_OF_NOREPINEPHRINE_SECRETION,0.6393258426966292,0.45534591194968554
691,GO_GLIAL_CELL_DEVELOPMENT,0.8184882533197142,0.5308176100628931
692,GO_MITOCHONDRIAL_TRANSLATION,0.6949948927477018,0.5
693,GO_REGULATION_OF_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY,0.7107252298263534,0.6069182389937107
694,GO_STRIATED_MUSCLE_CELL_DIFFERENTIATION,0.9305413687436159,0.5440251572327044
695,GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE,0.8798774259448418,0.5270440251572327
696,GO_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION,0.8725229826353422,0.5628930817610063
697,GO_POLYOL_CATABOLIC_PROCESS,0.645250255362615,0.5150943396226415
698,GO_SECOND_MESSENGER_MEDIATED_SIGNALING,0.9314606741573033,0.3830188679245283
699,GO_CELL_CELL_SIGNALING,0.9735444330949948,0.47610062893081756
700,GO_NEGATIVE_REGULATION_OF_B_CELL_ACTIVATION,0.7403472931562819,0.589937106918239
701,GO_POSITIVE_REGULATION_OF_COAGULATION,0.7399387129724209,0.4125786163522013
702,GO_NEGATIVE_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY,0.5982635342185904,0.5088050314465409
703,GO_LUNG_MORPHOGENESIS,0.7865168539325843,0.5245283018867924
704,GO_VENTRICULAR_CARDIAC_MUSCLE_CELL_DIFFERENTIATION,0.678140960163432,0.5635220125786163
705,GO_OXIDATIVE_DEMETHYLATION,0.7,0.5289308176100629
706,GO_REGULATION_OF_MACROPHAGE_ACTIVATION,0.7312563840653727,0.5578616352201258
707,GO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,0.863023493360572,0.5767295597484277
708,GO_POSITIVE_REGULATION_OF_MAPK_CASCADE,0.961899897854954,0.5685534591194968
709,GO_MULTICELLULAR_ORGANISMAL_MACROMOLECULE_METABOLIC_PROCESS,0.8786516853932584,0.5289308176100629
710,GO_CARBOHYDRATE_DERIVATIVE_CATABOLIC_PROCESS,0.9150153217568948,0.5194968553459121
711,GO_L_AMINO_ACID_TRANSPORT,0.827987742594484,0.6352201257861636
712,GO_POSITIVE_REGULATION_OF_ACTION_POTENTIAL,0.6473953013278856,0.5660377358490566
713,GO_REGULATION_OF_MUSCLE_CONTRACTION,0.8876404494382022,0.3182389937106918
714,GO_REGULATION_OF_CHOLESTEROL_EFFLUX,0.7076608784473952,0.40503144654088047
715,GO_REGULATION_OF_EXOCYTOSIS,0.9046986721144025,0.6012578616352202
716,GO_NEGATIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,0.7328907048008172,0.48867924528301887
717,GO_ANION_TRANSMEMBRANE_TRANSPORT,0.9701736465781409,0.5968553459119498
718,GO_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_SURFACE,0.5591419816138917,0.5761006289308176
719,GO_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL,0.9791624106230848,0.6169811320754717
720,GO_RENAL_VESICLE_DEVELOPMENT,0.7025536261491317,0.5119496855345912
721,GO_REGULATION_OF_BODY_FLUID_LEVELS,0.958120531154239,0.5930817610062893
722,GO_REGULATION_OF_HORMONE_LEVELS,0.9437180796731357,0.5238993710691824
723,GO_BONE_CELL_DEVELOPMENT,0.6961184882533197,0.5578616352201258
724,GO_REGULATION_OF_DEFENSE_RESPONSE,0.9699693564862104,0.4830188679245283
725,GO_NEGATIVE_REGULATION_OF_NEUROLOGICAL_SYSTEM_PROCESS,0.6382022471910113,0.5031446540880503
726,GO_PYRIMIDINE_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS,0.5600612870275791,0.48238993710691824
727,GO_POSITIVE_REGULATION_OF_HEART_GROWTH,0.7959141981613892,0.6716981132075472
728,GO_NEGATIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS,0.7855975485188967,0.5981132075471698
729,GO_NEGATIVE_REGULATION_OF_PEPTIDE_SECRETION,0.7305413687436159,0.6459119496855346
730,GO_VESICLE_TARGETING,0.8307456588355464,0.47924528301886793
731,GO_REGULATION_OF_PROTEIN_EXPORT_FROM_NUCLEUS,0.7432073544433094,0.43836477987421385
732,GO_LAYER_FORMATION_IN_CEREBRAL_CORTEX,0.6763023493360572,0.5383647798742138
733,GO_POSITIVE_REGULATION_OF_ACTIN_CYTOSKELETON_REORGANIZATION,0.6339121552604698,0.5056603773584906
734,GO_SEX_DETERMINATION,0.6965270684371808,0.4591194968553459
735,GO_OLIGOSACCHARIDE_CATABOLIC_PROCESS,0.6143003064351379,0.5270440251572327
736,GO_B_CELL_PROLIFERATION,0.7122574055158325,0.5157232704402516
737,GO_POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS,0.900408580183861,0.5918238993710692
738,GO_PROTEASOME_ASSEMBLY,0.5663942798774259,0.4578616352201258
739,GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM,0.6602655771195097,0.510062893081761
740,GO_PYRIMIDINE_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS,0.6171603677221655,0.5459119496855346
741,GO_NEGATIVE_REGULATION_OF_ENDOCYTOSIS,0.6924412665985701,0.569811320754717
742,GO_RESPONSE_TO_POTASSIUM_ION,0.6926455566905007,0.6088050314465409
743,GO_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS,0.8189989785495403,0.5289308176100629
744,GO_SMALL_MOLECULE_METABOLIC_PROCESS,0.9884576098059243,0.44213836477987417
745,GO_THYMUS_DEVELOPMENT,0.8290091930541369,0.4729559748427673
746,GO_NEGATIVE_REGULATION_OF_ADHERENS_JUNCTION_ORGANIZATION,0.6635342185903984,0.5779874213836478
747,GO_HOMEOSTATIC_PROCESS,0.9874361593462717,0.580503144654088
748,GO_CEREBELLAR_CORTEX_MORPHOGENESIS,0.7893769152196118,0.549685534591195
749,GO_POSITIVE_REGULATION_OF_CYTOPLASMIC_TRANSPORT,0.9219611848825333,0.530188679245283
750,GO_MORPHOGENESIS_OF_AN_EPITHELIUM,0.9730337078651685,0.559748427672956
751,GO_OSTEOBLAST_DIFFERENTIATION,0.874361593462717,0.6050314465408806
752,GO_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION,0.8982635342185904,0.47044025157232705
753,GO_DEFENSE_RESPONSE_TO_VIRUS,0.8989785495403473,0.4188679245283019
754,GO_SENSORY_PERCEPTION_OF_CHEMICAL_STIMULUS,0.9715015321756895,0.6886792452830189
755,GO_REGULATION_OF_RUFFLE_ASSEMBLY,0.6768130745658836,0.49559748427672956
756,GO_CELLULAR_PIGMENTATION,0.7259448416751788,0.5025157232704403
757,GO_NEGATIVE_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS,0.5533197139938714,0.5735849056603773
758,GO_VACUOLAR_TRANSPORT,0.9188968335035752,0.588679245283019
759,GO_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION,0.8700715015321756,0.6836477987421383
760,GO_POSITIVE_REGULATION_OF_VIRAL_RELEASE_FROM_HOST_CELL,0.5702757916241061,0.5
761,GO_LEUKOCYTE_MEDIATED_CYTOTOXICITY,0.7031664964249235,0.39999999999999997
762,GO_POSITIVE_REGULATION_OF_VACUOLAR_TRANSPORT,0.6257405515832483,0.469811320754717
763,GO_POSITIVE_REGULATION_OF_LYASE_ACTIVITY,0.8448416751787539,0.608805031446541
764,GO_ENTRAINMENT_OF_CIRCADIAN_CLOCK_BY_PHOTOPERIOD,0.6680286006128703,0.4911949685534591
765,GO_SUPEROXIDE_METABOLIC_PROCESS,0.7744637385086823,0.5276729559748428
766,GO_ORGANIC_HYDROXY_COMPOUND_METABOLIC_PROCESS,0.9527068437180797,0.5899371069182391
767,GO_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING,0.7125638406537284,0.5867924528301887
768,GO_PHOTOTRANSDUCTION,0.7570990806945863,0.5748427672955975
769,GO_REGULATION_OF_LIGASE_ACTIVITY,0.8156281920326863,0.5786163522012578
770,GO_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY,0.8553626149131767,0.5150943396226415
771,GO_SULFATE_TRANSPORT,0.781511746680286,0.5320754716981132
772,GO_RESPONSE_TO_FOOD,0.6341164453524004,0.5314465408805031
773,GO_REGULATION_OF_PROTEIN_INSERTION_INTO_MITOCHONDRIAL_MEMBRANE_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY,0.6730337078651686,0.5918238993710692
774,GO_TELOMERE_ORGANIZATION,0.8315628192032687,0.6
775,GO_IMMUNE_SYSTEM_DEVELOPMENT,0.982226762002043,0.5069182389937107
776,GO_CAMP_BIOSYNTHETIC_PROCESS,0.6754851889683351,0.4578616352201258
777,GO_ALPHA_AMINO_ACID_CATABOLIC_PROCESS,0.8241062308478039,0.45345911949685536
778,GO_CELLULAR_COMPONENT_MAINTENANCE,0.6638406537282943,0.5264150943396226
779,GO_REGULATION_OF_CARDIAC_MUSCLE_CELL_CONTRACTION,0.7601634320735444,0.49056603773584906
780,GO_FC_GAMMA_RECEPTOR_SIGNALING_PATHWAY,0.8036772216547498,0.5911949685534592
781,GO_RRNA_METABOLIC_PROCESS,0.8604698672114403,0.6018867924528302
782,GO_RESPIRATORY_SYSTEM_PROCESS,0.5974463738508682,0.5415094339622641
783,GO_NEUROTRANSMITTER_TRANSPORT,0.9248212461695607,0.4106918238993711
784,GO_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION,0.6585291113381001,0.5081761006289308
785,GO_REGULATION_OF_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY,0.7510725229826353,0.4421383647798742
786,GO_PH_REDUCTION,0.6767109295199183,0.48742138364779874
787,GO_POSITIVE_REGULATION_OF_TRIGLYCERIDE_LIPASE_ACTIVITY,0.5945863125638406,0.5383647798742138
788,GO_MONOSACCHARIDE_CATABOLIC_PROCESS,0.7829417773237999,0.4647798742138365
789,GO_POSITIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS,0.6561797752808989,0.6025157232704402
790,GO_RESPONSE_TO_FUNGICIDE,0.6191011235955055,0.4308176100628931
791,GO_NEGATIVE_REGULATION_BY_HOST_OF_VIRAL_TRANSCRIPTION,0.5558733401430032,0.589937106918239
792,GO_REGULATION_OF_EPIDERMAL_GROWTH_FACTOR_ACTIVATED_RECEPTOR_ACTIVITY,0.6527068437180796,0.6993710691823899
793,GO_PROTEIN_NEDDYLATION,0.54902962206333,0.5220125786163522
794,GO_POTASSIUM_ION_HOMEOSTASIS,0.7504596527068436,0.4408805031446541
795,GO_HORMONE_TRANSPORT,0.8441266598569969,0.6836477987421382
796,GO_PROTEIN_CATABOLIC_PROCESS,0.9370786516853933,0.5748427672955975
797,GO_POSITIVE_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY,0.5498467824310521,0.5748427672955975
798,GO_NEGATIVE_REGULATION_OF_MYOTUBE_DIFFERENTIATION,0.6672114402451482,0.5144654088050314
799,GO_INORGANIC_ANION_TRANSPORT,0.948723186925434,0.6163522012578616
800,GO_CARBOHYDRATE_PHOSPHORYLATION,0.655464759959142,0.4088050314465409
801,GO_PROTEIN_IMPORT,0.901532175689479,0.5251572327044025
802,GO_NUCLEOSIDE_BISPHOSPHATE_METABOLIC_PROCESS,0.7179775280898877,0.5748427672955975
803,GO_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY,0.7997957099080695,0.5484276729559748
804,GO_MAMMARY_GLAND_EPITHELIAL_CELL_DIFFERENTIATION,0.6338100102145046,0.44025157232704404
805,GO_CELLULAR_RESPONSE_TO_GAMMA_RADIATION,0.6322778345250255,0.5893081761006289
806,GO_REGULATION_OF_HEAT_GENERATION,0.5938712972420838,0.43333333333333335
807,GO_REGULATION_OF_FIBROBLAST_MIGRATION,0.7193054136874361,0.579874213836478
808,GO_INDUCTION_OF_POSITIVE_CHEMOTAXIS,0.5772216547497445,0.5132075471698113
809,GO_REGENERATION,0.9317671092951991,0.689308176100629
810,GO_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,0.8658835546475996,0.4327044025157233
811,GO_REGULATION_OF_TRANSLATIONAL_ELONGATION,0.6462717058222677,0.439622641509434
812,GO_CELL_MATRIX_ADHESION,0.9290091930541369,0.5006289308176101
813,GO_PITUITARY_GLAND_DEVELOPMENT,0.8150153217568947,0.6465408805031446
814,GO_MATING,0.7867211440245149,0.529559748427673
815,GO_DEVELOPMENTAL_INDUCTION,0.7058222676200204,0.5012578616352201
816,GO_REGULATION_OF_TRANSFERASE_ACTIVITY,0.9731358529111338,0.6880503144654089
817,GO_NEGATIVE_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS,0.645658835546476,0.5735849056603773
818,GO_CHROMOSOME_SEPARATION,0.7035750766087845,0.47232704402515724
819,GO_GANGLIOSIDE_METABOLIC_PROCESS,0.6766087844739531,0.4075471698113208
820,GO_TISSUE_HOMEOSTASIS,0.9246169560776302,0.42138364779874216
821,GO_ANTIGEN_PROCESSING_AND_PRESENTATION_VIA_MHC_CLASS_IB,0.7040858018386108,0.5371069182389937
822,GO_GAMMA_AMINOBUTYRIC_ACID_SIGNALING_PATHWAY,0.7964249233912156,0.5647798742138365
823,GO_POSITIVE_REGULATION_OF_STEROL_TRANSPORT,0.65097037793667,0.4226415094339623
824,GO_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS,0.8911133810010214,0.5094339622641509
825,GO_CELL_CYCLE_ARREST,0.8655771195097037,0.529559748427673
826,GO_THYROID_HORMONE_METABOLIC_PROCESS,0.6443309499489275,0.5018867924528302
827,GO_APOPTOTIC_CELL_CLEARANCE,0.7582226762002043,0.5389937106918239
828,GO_MODIFICATION_OF_MORPHOLOGY_OR_PHYSIOLOGY_OF_OTHER_ORGANISM,0.8517875383043922,0.46855345911949686
829,GO_RIBOSOME_ASSEMBLY,0.6847803881511747,0.5358490566037736
830,GO_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_DEPOLYMERIZATION,0.8141981613891727,0.46729559748427674
831,GO_DNA_LIGATION_INVOLVED_IN_DNA_REPAIR,0.5566905005107253,0.4867924528301887
832,GO_REGULATION_OF_CELL_JUNCTION_ASSEMBLY,0.8076608784473953,0.5018867924528302
833,GO_HYPEROSMOTIC_RESPONSE,0.6584269662921348,0.38679245283018865
834,GO_REGULATION_OF_SMAD_PROTEIN_IMPORT_INTO_NUCLEUS,0.558120531154239,0.5176100628930818
835,GO_NEGATIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,0.6033707865168539,0.489937106918239
836,GO_ARTERY_DEVELOPMENT,0.8649642492339121,0.5333333333333334
837,GO_PROTEIN_DEALKYLATION,0.732073544433095,0.5132075471698113
838,GO_NEGATIVE_REGULATION_OF_DENDRITE_MORPHOGENESIS,0.6461695607763023,0.5220125786163522
839,GO_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION,0.7085801838610829,0.46540880503144655
840,GO_EXTRACELLULAR_MATRIX_ASSEMBLY,0.6824310520939734,0.43647798742138366
841,GO_POSTREPLICATION_REPAIR,0.7067415730337079,0.6339622641509435
842,GO_SKELETAL_SYSTEM_DEVELOPMENT,0.9721144024514811,0.6213836477987421
843,GO_ORGANOPHOSPHATE_METABOLIC_PROCESS,0.9589376915219612,0.5893081761006289
844,GO_CARDIAC_MYOFIBRIL_ASSEMBLY,0.7518896833503576,0.6314465408805031
845,GO_REGULATION_OF_HEART_CONTRACTION,0.9624106230847803,0.4440251572327044
846,GO_CELLULAR_AMINO_ACID_BIOSYNTHETIC_PROCESS,0.8821246169560777,0.5716981132075472
847,GO_CRANIAL_NERVE_MORPHOGENESIS,0.7845760980592441,0.4308176100628931
848,GO_ACTIVATION_OF_JUN_KINASE_ACTIVITY,0.7457609805924414,0.42389937106918235
849,GO_REGULATION_OF_BROWN_FAT_CELL_DIFFERENTIATION,0.6300306435137896,0.45220125786163523
850,GO_FIBRIL_ORGANIZATION,0.714300306435138,0.579874213836478
851,GO_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS,0.90755873340143,0.569811320754717
852,GO_MONOVALENT_INORGANIC_CATION_TRANSPORT,0.9669050051072523,0.5056603773584906
853,GO_RELAXATION_OF_CARDIAC_MUSCLE,0.6466802860061287,0.5981132075471698
854,GO_POSITIVE_REGULATION_OF_BEHAVIOR,0.7165474974463738,0.4679245283018868
855,GO_CALCIUM_MEDIATED_SIGNALING_USING_INTRACELLULAR_CALCIUM_SOURCE,0.642594484167518,0.47924528301886793
856,GO_NEURAL_TUBE_DEVELOPMENT,0.9346271705822269,0.6031446540880503
857,GO_POLYSACCHARIDE_METABOLIC_PROCESS,0.8381001021450459,0.48742138364779874
858,GO_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION,0.9878447395301327,0.6823899371069182
859,GO_CYCLIC_NUCLEOTIDE_METABOLIC_PROCESS,0.8806945863125639,0.46037735849056605
860,GO_POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION,0.7909090909090909,0.719496855345912
861,GO_MULTICELLULAR_ORGANISMAL_MOVEMENT,0.7844739530132788,0.5308176100628931
862,GO_CLATHRIN_COAT_ASSEMBLY,0.6182839632277835,0.6427672955974842
863,GO_NEGATIVE_REGULATION_OF_MEIOTIC_NUCLEAR_DIVISION,0.5755873340143003,0.4289308176100629
864,GO_VASCULAR_SMOOTH_MUSCLE_CELL_DIFFERENTIATION,0.6519918283963229,0.45157232704402517
865,GO_POSITIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS,0.9839632277834525,0.5786163522012578
866,GO_NEGATIVE_REGULATION_OF_NITROGEN_COMPOUND_METABOLIC_PROCESS,0.9828396322778346,0.630188679245283
867,GO_DNA_INTEGRATION,0.562614913176711,0.5327044025157233
868,GO_CELL_ACTIVATION,0.9713993871297241,0.5515723270440251
869,GO_REGULATION_OF_MYELINATION,0.7555669050051071,0.5635220125786163
870,GO_NEGATIVE_REGULATION_OF_JUN_KINASE_ACTIVITY,0.6397344228804903,0.6257861635220126
871,GO_REGULATION_OF_AXON_GUIDANCE,0.8597548518896833,0.5817610062893082
872,GO_REGULATION_OF_DOPAMINE_SECRETION,0.7508682328907047,0.47924528301886793
873,GO_RESPONSE_TO_COPPER_ION,0.695097037793667,0.569811320754717
874,GO_REGULATION_OF_CIRCADIAN_SLEEP_WAKE_CYCLE,0.7600612870275791,0.5540880503144654
875,GO_NEGATIVE_REGULATION_OF_CELLULAR_PROTEIN_CATABOLIC_PROCESS,0.764555669050051,0.5050314465408805
876,GO_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION,0.6312563840653729,0.5037735849056604
877,GO_RESPONSE_TO_AXON_INJURY,0.732482124616956,0.6069182389937107
878,GO_REGULATION_OF_VACUOLE_ORGANIZATION,0.7431052093973443,0.6415094339622642
879,GO_CIRCADIAN_REGULATION_OF_GENE_EXPRESSION,0.8206332992849846,0.5572327044025157
880,GO_RETINOL_METABOLIC_PROCESS,0.6680286006128702,0.6213836477987421
881,GO_OXALOACETATE_METABOLIC_PROCESS,0.6487231869254341,0.5150943396226415
882,GO_NEGATIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY,0.5685393258426966,0.5
883,GO_NEGATIVE_REGULATION_OF_EXOCYTOSIS,0.6615934627170583,0.5408805031446541
884,GO_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY,0.8130745658835546,0.5540880503144654
885,GO_REGULATION_OF_WNT_SIGNALING_PATHWAY,0.9497446373850869,0.5811320754716981
886,GO_NEGATIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY,0.7078651685393257,0.5333333333333333
887,GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN,0.8974463738508682,0.5540880503144654
888,GO_HIPPO_SIGNALING,0.7350357507660878,0.45031446540880504
889,GO_NEGATIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,0.6920326864147088,0.6138364779874214
890,GO_REGULATION_OF_MEMBRANE_DEPOLARIZATION,0.7742594484167519,0.6088050314465409
891,GO_AMINO_SUGAR_BIOSYNTHETIC_PROCESS,0.5362614913176711,0.4490566037735849
892,GO_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT,0.9848825331971399,0.5320754716981132
893,GO_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_CHROMOSOME,0.5552604698672113,0.4578616352201258
894,GO_REGULATION_OF_CARDIAC_MUSCLE_CELL_DIFFERENTIATION,0.6794688457609807,0.5308176100628931
895,GO_POSITIVE_REGULATION_OF_DIGESTIVE_SYSTEM_PROCESS,0.5628192032686415,0.5044025157232704
896,GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE,0.8106230847803881,0.5106918238993711
897,GO_TETRAPYRROLE_BIOSYNTHETIC_PROCESS,0.7105209397344229,0.6471698113207547
898,GO_NUCLEOSIDE_PHOSPHATE_BIOSYNTHETIC_PROCESS,0.8877425944841675,0.4937106918238994
899,GO_PROTEIN_LIPID_COMPLEX_ASSEMBLY,0.7051072522982634,0.3987421383647799
900,GO_POSITIVE_REGULATION_OF_SODIUM_ION_TRANSPORT,0.7464759959141981,0.4748427672955975
901,GO_DETECTION_OF_OTHER_ORGANISM,0.7433094994892749,0.5723270440251572
902,GO_ESTABLISHMENT_OF_LOCALIZATION_IN_CELL,0.9780388151174668,0.6528301886792452
903,GO_G_PROTEIN_COUPLED_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY,0.7386108273748723,0.379874213836478
904,GO_NEURAL_RETINA_DEVELOPMENT,0.8881511746680286,0.5591194968553459
905,GO_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING,0.5457609805924413,0.5069182389937107
906,GO_REGULATION_OF_EXIT_FROM_MITOSIS,0.5709908069458631,0.48427672955974843
907,GO_FORELIMB_MORPHOGENESIS,0.7996935648621042,0.5981132075471698
908,GO_ASPARTATE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS,0.7254341164453524,0.48364779874213837
909,GO_MANGANESE_ION_TRANSPORT,0.6686414708886618,0.40188679245283015
910,GO_POSITIVE_REGULATION_OF_HISTONE_H3_K4_METHYLATION,0.6723186925434116,0.5062893081761006
911,GO_NEURON_PROJECTION_DEVELOPMENT,0.9843718079673136,0.6427672955974842
912,GO_MALE_GAMETE_GENERATION,0.9500510725229826,0.6169811320754717
913,GO_POSITIVE_REGULATION_OF_FIBROBLAST_MIGRATION,0.6093973442288049,0.5522012578616352
914,GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_OXIDATIVE_STRESS,0.6556690500510726,0.5962264150943396
915,GO_CHAPERONE_MEDIATED_PROTEIN_COMPLEX_ASSEMBLY,0.613585291113381,0.44025157232704404
