,GO_pathways,auc_liu_GO_FS_response,auc_riaz_GO_FS_response,auc_liu_GO_FS_resistance,auc_riaz_GO_FS_resistance,auc_liu_GO_FS_response_randomized,auc_riaz_GO_FS_response_randomized,auc_liu_GO_FS_resistance_randomized,auc_riaz_GO_FS_resistance_randomized
1138,GO_DICARBOXYLIC_ACID_METABOLIC_PROCESS,0.7024514811031665,0.5207547169811321,0.445658835546476,0.4540880503144654,0.6810010214504596,0.5742138364779874,0.4472931562819204,0.47861635220125787
1139,GO_NEGATIVE_REGULATION_OF_ASTROCYTE_DIFFERENTIATION,0.5784473953013279,0.5635220125786163,0.4943820224719101,0.5333333333333333,0.5733401430030645,0.5333333333333333,0.5194075587334015,0.5245283018867924
1140,GO_POSITIVE_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS,0.6915219611848826,0.5018867924528302,0.43891726251276814,0.6081761006289308,0.646782431052094,0.49937106918238994,0.4748723186925435,0.5584905660377358
1141,GO_REGULATION_OF_ENERGY_HOMEOSTASIS,0.6475995914198162,0.5471698113207547,0.4805924412665986,0.5383647798742138,0.6438202247191012,0.580503144654088,0.4805924412665986,0.5383647798742138
1142,GO_REGULATION_OF_MEMBRANE_POTENTIAL,0.770173646578141,0.5748427672955975,0.3912155260469867,0.5088050314465409,0.7404494382022473,0.5861635220125786,0.4077630234933606,0.5685534591194968
1143,GO_POSITIVE_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA,0.5784473953013279,0.5679245283018868,0.4820224719101123,0.4811320754716981,0.5700715015321757,0.5490566037735849,0.4820224719101123,0.4811320754716981
1144,GO_PEPTIDYL_PROLINE_HYDROXYLATION,0.5493360572012257,0.4811320754716981,0.47752808988764045,0.5144654088050314,0.538508682328907,0.5050314465408805,0.47752808988764045,0.5144654088050314
1145,GO_MULTICELLULAR_ORGANISMAL_RESPONSE_TO_STRESS,0.7323799795709909,0.5836477987421383,0.44208375893769153,0.4767295597484277,0.6797752808988764,0.5610062893081761,0.45066394279877425,0.4767295597484277
1146,GO_NEGATIVE_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION,0.647191011235955,0.6157232704402515,0.45035750766087845,0.4861635220125786,0.6313585291113382,0.679874213836478,0.46762002042900913,0.5314465408805031
1147,GO_ESTABLISHMENT_OF_LOCALIZATION_BY_MOVEMENT_ALONG_MICROTUBULE,0.6811031664964248,0.6522012578616352,0.39203268641470884,0.5477987421383648,0.5961184882533197,0.6264150943396227,0.4074565883554648,0.5264150943396226
1148,GO_AMINO_ACID_BETAINE_TRANSPORT,0.615832482124617,0.549685534591195,0.48876404494382014,0.6,0.615832482124617,0.549685534591195,0.48876404494382014,0.6
1149,GO_AMMONIUM_TRANSMEMBRANE_TRANSPORT,0.6575076608784474,0.46855345911949686,0.48283963227783444,0.5578616352201258,0.6542390194075587,0.5150943396226415,0.48283963227783444,0.5578616352201258
1150,GO_REGULATION_OF_GROWTH,0.7676200204290091,0.5415094339622641,0.3365679264555669,0.6440251572327044,0.7257405515832482,0.6025157232704402,0.40194075587334016,0.6025157232704402
1151,GO_CATION_TRANSPORT,0.8254341164453525,0.6,0.34239019407558735,0.5610062893081761,0.778140960163432,0.6132075471698113,0.39581205311542395,0.6515723270440252
1152,GO_GABAERGIC_NEURON_DIFFERENTIATION,0.6048008171603677,0.5981132075471698,0.4887640449438202,0.5238993710691824,0.6048008171603677,0.5981132075471698,0.5067415730337079,0.5572327044025157
1153,GO_MACROAUTOPHAGY,0.7519918283963226,0.5628930817610064,0.39070480081716036,0.5433962264150943,0.6929519918283963,0.5157232704402516,0.43432073544433086,0.6452830188679246
1154,GO_FATTY_ACID_BETA_OXIDATION_USING_ACYL_COA_DEHYDROGENASE,0.5548518896833503,0.5289308176100629,0.4922369765066394,0.49056603773584906,0.5322778345250256,0.4710691823899371,0.5204290091930541,0.49559748427672956
1155,GO_MEMBRANE_DOCKING,0.6572012257405516,0.5050314465408805,0.4575076608784474,0.4716981132075472,0.6323799795709908,0.4987421383647799,0.45137895812053114,0.5433962264150943
1156,GO_EXCITATORY_POSTSYNAPTIC_POTENTIAL,0.6386108273748723,0.5685534591194968,0.46956077630234927,0.5257861635220126,0.6384065372829418,0.5465408805031446,0.46956077630234927,0.5257861635220126
1157,GO_GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS,0.6528089887640449,0.5817610062893082,0.43861082737487234,0.5044025157232704,0.6586312563840655,0.6031446540880503,0.44974463738508674,0.4628930817610063
1158,GO_REGULATION_OF_NUCLEASE_ACTIVITY,0.554749744637385,0.5182389937106918,0.4943820224719101,0.49056603773584906,0.5417773237997957,0.5836477987421383,0.5041879468845761,0.5125786163522013
1159,GO_RESPONSE_TO_INORGANIC_SUBSTANCE,0.7311542390194075,0.5245283018867924,0.3797752808988764,0.6062893081761006,0.6912155260469869,0.44528301886792454,0.39479060265577115,0.540251572327044
1160,GO_NEGATIVE_REGULATION_OF_HISTONE_ACETYLATION,0.5160367722165474,0.4716981132075472,0.47538304392236974,0.5333333333333333,0.49223697650663945,0.49559748427672956,0.4759959141981614,0.5572327044025157
1161,GO_PHAGOLYSOSOME_ASSEMBLY,0.5284984678243105,0.5861635220125786,0.5104187946884576,0.5238993710691824,0.5284984678243105,0.5861635220125786,0.5104187946884576,0.5238993710691824
1162,GO_MODULATION_BY_SYMBIONT_OF_HOST_CELLULAR_PROCESS,0.5849846782431052,0.5106918238993711,0.45393258426966293,0.5245283018867924,0.580796731358529,0.6069182389937107,0.46608784473953013,0.5270440251572327
1163,GO_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT,0.7449438202247192,0.6157232704402515,0.3744637385086823,0.5836477987421383,0.6996935648621041,0.5446540880503145,0.4133810010214505,0.5270440251572327
1164,GO_ORGANONITROGEN_COMPOUND_CATABOLIC_PROCESS,0.7690500510725229,0.4930817610062893,0.38038815117466807,0.48364779874213837,0.7227783452502553,0.5352201257861635,0.3986721144024515,0.6358490566037736
1165,GO_REGULATION_OF_ASTROCYTE_DIFFERENTIATION,0.5946884576098059,0.5874213836477987,0.43697650663942794,0.5446540880503145,0.5779366700715016,0.5855345911949685,0.4427987742594484,0.5358490566037736
1166,GO_REGULATION_OF_HYDROGEN_PEROXIDE_INDUCED_CELL_DEATH,0.6012257405515832,0.5163522012578616,0.5069458631256384,0.5333333333333333,0.5984678243105209,0.5327044025157233,0.5104187946884576,0.5333333333333333
1167,GO_ADP_METABOLIC_PROCESS,0.6412665985699694,0.5289308176100629,0.4555669050051072,0.6069182389937107,0.6355464759959142,0.5389937106918239,0.45852911133810015,0.5955974842767295
1168,GO_POSITIVE_REGULATION_OF_CELL_PROLIFERATION,0.7597548518896833,0.689937106918239,0.3420837589376915,0.5559748427672956,0.7438202247191011,0.5566037735849056,0.34616956077630234,0.5150943396226415
1169,GO_REGULATION_OF_SODIUM_ION_TRANSPORT,0.7170582226762002,0.5528301886792453,0.43718079673135846,0.5427672955974843,0.6567926455566905,0.5641509433962264,0.4557711950970378,0.559748427672956
1170,GO_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION,0.6665985699693565,0.5031446540880503,0.4273748723186925,0.5364779874213836,0.6227783452502553,0.6119496855345912,0.4273748723186925,0.5364779874213836
1171,GO_NEGATIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY,0.6758937691521961,0.5968553459119497,0.4738508682328907,0.4716981132075472,0.6119509703779367,0.6427672955974842,0.48416751787538304,0.4528301886792453
1172,GO_HISTONE_DEUBIQUITINATION,0.5101123595505618,0.510062893081761,0.46292134831460674,0.5289308176100629,0.5060265577119509,0.49937106918238994,0.46292134831460674,0.5289308176100629
1173,GO_GLUCOSAMINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,0.5997957099080695,0.5955974842767295,0.4943820224719101,0.5333333333333333,0.5938712972420839,0.6194968553459119,0.4943820224719101,0.49056603773584906
1174,GO_ORGANIC_ACID_TRANSPORT,0.7646578140960163,0.559748427672956,0.41266598569969354,0.590566037735849,0.6951991828396323,0.7006289308176101,0.42829417773237993,0.5823899371069182
1175,GO_FOREBRAIN_REGIONALIZATION,0.6175689479060266,0.5389937106918239,0.4676200204290092,0.4811320754716981,0.5955056179775281,0.5446540880503145,0.46087844739530126,0.5509433962264151
1176,GO_FOREBRAIN_GENERATION_OF_NEURONS,0.7145045965270683,0.6371069182389937,0.41562819203268636,0.5075471698113208,0.6828396322778345,0.5974842767295597,0.41562819203268636,0.5075471698113208
1177,GO_CALCIUM_DEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES,0.6486210418794689,0.5566037735849056,0.44657814096016346,0.5962264150943396,0.6478038815117467,0.5408805031446541,0.47027579162410627,0.5792452830188679
1178,GO_PANCREAS_DEVELOPMENT,0.7106230847803883,0.6012578616352201,0.451685393258427,0.5849056603773585,0.646373850868233,0.6635220125786164,0.45648621041879467,0.5622641509433962
1179,GO_LEUKOCYTE_CHEMOTAXIS,0.6992849846782432,0.5515723270440251,0.39785495403472937,0.6937106918238993,0.619611848825332,0.5169811320754717,0.42093973442288046,0.6716981132075472
1180,GO_GLUCOSE_6_PHOSPHATE_METABOLIC_PROCESS,0.6000000000000001,0.5628930817610063,0.4840653728294178,0.5572327044025157,0.6000000000000001,0.5628930817610063,0.4840653728294178,0.5572327044025157
1181,GO_MITOCHONDRIAL_TRANSMEMBRANE_TRANSPORT,0.6069458631256384,0.5591194968553459,0.4517875383043922,0.5823899371069182,0.60561797752809,0.5547169811320755,0.45474974463738516,0.5981132075471698
1182,GO_NUCLEAR_PORE_ORGANIZATION,0.5771195097037792,0.5490566037735849,0.49570990806945864,0.49056603773584906,0.5633299284984677,0.5314465408805031,0.5082737487231869,0.5238993710691824
1183,GO_CELLULAR_RESPONSE_TO_NITRIC_OXIDE,0.597752808988764,0.5817610062893082,0.4810010214504596,0.5238993710691824,0.5726251276813075,0.5710691823899371,0.4844739530132789,0.5144654088050314
1184,GO_INTRA_S_DNA_DAMAGE_CHECKPOINT,0.5393258426966292,0.5125786163522013,0.5038815117466803,0.5050314465408805,0.5423901940755873,0.4861635220125786,0.5160367722165474,0.5238993710691824
1185,GO_REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY,0.7334014300306436,0.5125786163522013,0.3764044943820225,0.5830188679245283,0.6841675178753831,0.6150943396226415,0.37671092951991825,0.5943396226415094
1186,GO_HISTONE_H3_K9_MODIFICATION,0.5446373850868234,0.5144654088050314,0.5013278855975485,0.5238993710691824,0.5392236976506639,0.49559748427672956,0.5078651685393258,0.49559748427672956
1187,GO_RESPONSE_TO_INTERFERON_ALPHA,0.612053115423902,0.5069182389937107,0.5048008171603676,0.49056603773584906,0.6112359550561798,0.48930817610062893,0.5048008171603676,0.49056603773584906
1188,GO_NEGATIVE_REGULATION_OF_TRANSLATIONAL_INITIATION,0.5935648621041879,0.5069182389937107,0.4730337078651685,0.590566037735849,0.5907048008171604,0.5069182389937107,0.4733401430030644,0.5811320754716981
1189,GO_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,0.6436159346271706,0.5566037735849056,0.4590398365679264,0.5955974842767295,0.6108273748723188,0.6037735849056604,0.4620020429009193,0.5528301886792453
1190,GO_CARDIAC_CONDUCTION_SYSTEM_DEVELOPMENT,0.5637385086823289,0.6245283018867924,0.4866189989785495,0.5144654088050314,0.5591419816138917,0.6490566037735849,0.4866189989785495,0.5144654088050314
1191,GO_REGULATION_OF_GLOMERULAR_FILTRATION,0.5378958120531153,0.5534591194968553,0.4866189989785495,0.5333333333333333,0.5386108273748722,0.530188679245283,0.4866189989785495,0.5333333333333333
1192,GO_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS,0.6891726251276812,0.5421383647798742,0.464555669050051,0.5647798742138365,0.6340143003064352,0.5660377358490566,0.4642492339121553,0.5786163522012578
1193,GO_CYTOCHROME_COMPLEX_ASSEMBLY,0.537691521961185,0.49056603773584906,0.4887640449438202,0.5333333333333333,0.537691521961185,0.49056603773584906,0.5048008171603676,0.5238993710691824
1194,GO_RESPONSE_TO_METAL_ION,0.7534218590398367,0.6012578616352201,0.3840653728294177,0.5679245283018868,0.6850868232890706,0.6,0.41797752808988764,0.5893081761006289
1195,GO_CELL_SUBSTRATE_ADHESION,0.7352400408580183,0.5748427672955975,0.41133810010214505,0.5522012578616352,0.7120531154239019,0.5968553459119497,0.4183861082737487,0.5937106918238994
1196,GO_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH,0.6972420837589377,0.6767295597484276,0.413585291113381,0.6194968553459119,0.67926455566905,0.6238993710691825,0.4353421859039836,0.5786163522012578
1197,GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION,0.7783452502553626,0.5911949685534591,0.33932584269662924,0.49245283018867925,0.7124616956077631,0.5767295597484277,0.34698672114402446,0.5157232704402516
1198,GO_ENDOCARDIAL_CUSHION_FORMATION,0.5926455566905006,0.5044025157232704,0.49785495403472924,0.5333333333333333,0.5776302349336057,0.5088050314465409,0.4983656792645556,0.4861635220125786
1199,GO_REGULATION_OF_NUCLEAR_CELL_CYCLE_DNA_REPLICATION,0.583758937691522,0.5622641509433962,0.4959141981613892,0.5050314465408805,0.5667007150153217,0.5433962264150943,0.4959141981613892,0.5050314465408805
1200,GO_ORGANIC_HYDROXY_COMPOUND_TRANSPORT,0.7268641470888662,0.5377358490566038,0.4024514811031665,0.49937106918238994,0.6853932584269662,0.5050314465408805,0.42604698672114405,0.5251572327044025
1201,GO_MITOCHONDRIAL_CALCIUM_ION_HOMEOSTASIS,0.5627170582226763,0.5226415094339623,0.4506639427987742,0.5666666666666667,0.5627170582226763,0.5226415094339623,0.47742594484167516,0.5911949685534591
1202,GO_REPLACEMENT_OSSIFICATION,0.6441266598569969,0.6182389937106919,0.4764044943820224,0.49559748427672956,0.641164453524004,0.6106918238993712,0.48355464759959144,0.519496855345912
1203,GO_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS,0.7568947906026559,0.6201257861635221,0.40643513789581204,0.6081761006289308,0.7175689479060265,0.5251572327044025,0.409805924412666,0.5691823899371069
1204,GO_WOUND_HEALING,0.7806945863125638,0.5949685534591195,0.36557711950970373,0.4918238993710692,0.7263534218590398,0.5220125786163522,0.4193054136874361,0.5591194968553459
1205,GO_MITOTIC_CELL_CYCLE_ARREST,0.5492339121552604,0.48930817610062893,0.4539325842696629,0.5383647798742138,0.5468845760980593,0.5138364779874214,0.4604698672114402,0.5289308176100629
1206,GO_HEXOSE_CATABOLIC_PROCESS,0.6806945863125639,0.569811320754717,0.4591419816138918,0.5861635220125786,0.6587334014300307,0.610062893081761,0.4672114402451481,0.5893081761006289
1207,GO_GLUTAMINE_METABOLIC_PROCESS,0.5722165474974463,0.6163522012578616,0.4782431052093973,0.46729559748427674,0.56414708886619,0.6081761006289308,0.4786516853932584,0.4540880503144654
1208,GO_RESPONSE_TO_NERVE_GROWTH_FACTOR,0.6531154239019407,0.5937106918238994,0.4438202247191011,0.5289308176100629,0.6462717058222678,0.5748427672955975,0.4438202247191011,0.5289308176100629
1209,GO_NEGATIVE_REGULATION_OF_TELOMERASE_ACTIVITY,0.5524004085801838,0.5578616352201258,0.4887640449438202,0.49056603773584906,0.5524004085801838,0.5578616352201258,0.4922369765066394,0.5144654088050314
1210,GO_RNA_PROCESSING,0.7330949948927477,0.6471698113207547,0.35975485188968337,0.5308176100628931,0.6698672114402452,0.7213836477987421,0.39356486210418795,0.4691823899371069
1211,GO_REGULATION_OF_IRE1_MEDIATED_UNFOLDED_PROTEIN_RESPONSE,0.5355464759959141,0.5069182389937107,0.4943820224719101,0.49056603773584906,0.5348314606741572,0.4981132075471698,0.4943820224719101,0.49056603773584906
1212,GO_POSITIVE_REGULATION_OF_FATTY_ACID_BIOSYNTHETIC_PROCESS,0.5691521961184882,0.6150943396226415,0.4879468845760981,0.49056603773584906,0.5691521961184882,0.6113207547169811,0.5003064351378957,0.5578616352201258
1213,GO_SYNAPTIC_VESICLE_CYCLE,0.6632277834525026,0.5496855345911951,0.4137895812053115,0.6150943396226415,0.6506639427987744,0.529559748427673,0.4306435137895812,0.6377358490566037
1214,GO_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_METABOLIC_PROCESS,0.7496424923391215,0.5232704402515723,0.3638406537282942,0.5874213836477987,0.6615934627170582,0.5125786163522013,0.41828396322778344,0.5716981132075472
1215,GO_POSITIVE_REGULATION_OF_INTERLEUKIN_1_SECRETION,0.6026557711950971,0.4861635220125786,0.4831460674157303,0.6050314465408805,0.6026557711950971,0.4861635220125786,0.48866189989785497,0.4716981132075472
1216,GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,0.6072522982635342,0.6345911949685534,0.4367722165474975,0.5081761006289308,0.5831460674157303,0.6025157232704402,0.4628192032686414,0.5427672955974843
1217,GO_POSITIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION,0.6530132788559755,0.6251572327044026,0.4112359550561798,0.44025157232704404,0.6366700715015322,0.7012578616352201,0.41818181818181815,0.4811320754716981
1218,GO_PSEUDOURIDINE_SYNTHESIS,0.5195097037793667,0.5477987421383648,0.4813074565883554,0.5144654088050314,0.5195097037793667,0.5477987421383648,0.4813074565883554,0.5144654088050314
1219,GO_CELLULAR_PROTEIN_COMPLEX_ASSEMBLY,0.7440245148110317,0.5666666666666667,0.3731358529111338,0.5452830188679245,0.7096016343207354,0.5484276729559748,0.3983656792645557,0.549685534591195
1220,GO_DEFENSE_RESPONSE,0.7974463738508683,0.5,0.3100102145045965,0.5874213836477987,0.7510725229826353,0.5547169811320755,0.35955056179775274,0.5968553459119497
1221,GO_POLY_A_MRNA_EXPORT_FROM_NUCLEUS,0.5817160367722166,0.49559748427672956,0.49009193054136874,0.49056603773584906,0.5817160367722166,0.49559748427672956,0.49775280898876406,0.4811320754716981
1222,GO_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS,0.7466802860061287,0.489937106918239,0.398876404494382,0.5037735849056604,0.7067415730337079,0.5666666666666667,0.4168539325842696,0.4761006289308176
1223,GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS,0.6563840653728295,0.4729559748427673,0.4707865168539325,0.510062893081761,0.654749744637385,0.4880503144654088,0.4675178753830439,0.4610062893081761
1224,GO_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY,0.7558733401430031,0.5276729559748428,0.29897854954034725,0.5220125786163522,0.751685393258427,0.5088050314465409,0.37170582226762,0.5534591194968553
1225,GO_CELLULAR_RESPONSE_TO_INTERLEUKIN_4,0.6068437180796731,0.560377358490566,0.47752808988764045,0.4811320754716981,0.6066394279877425,0.5616352201257861,0.4758937691521961,0.48050314465408805
1226,GO_PORPHYRIN_CONTAINING_COMPOUND_METABOLIC_PROCESS,0.6515832482124618,0.6044025157232704,0.4823289070480081,0.5232704402515723,0.6359550561797753,0.5440251572327044,0.48702757916241063,0.5276729559748428
1227,GO_SPERM_CAPACITATION,0.6163432073544433,0.5,0.4869254341164453,0.5647798742138365,0.5957099080694586,0.4911949685534591,0.5191011235955056,0.5660377358490566
1228,GO_POSITIVE_REGULATION_OF_TELOMERASE_ACTIVITY,0.6472931562819203,0.49937106918238994,0.46966292134831455,0.49559748427672956,0.6337078651685393,0.49433962264150944,0.4786516853932585,0.4861635220125786
1229,GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION,0.6362614913176712,0.5735849056603773,0.49570990806945864,0.4716981132075472,0.6100102145045965,0.5729559748427673,0.49570990806945864,0.4716981132075472
1230,GO_CELLULAR_MONOVALENT_INORGANIC_CATION_HOMEOSTASIS,0.7126659856996935,0.5484276729559748,0.4367722165474974,0.5735849056603773,0.713585291113381,0.5937106918238994,0.43840653728294177,0.5962264150943396
1231,GO_RESPONSE_TO_METHYLMERCURY,0.5494382022471911,0.5157232704402516,0.4868232890704801,0.5792452830188679,0.5494382022471911,0.5157232704402516,0.4868232890704801,0.5792452830188679
1232,GO_REGULATION_OF_CENTRIOLE_REPLICATION,0.5752808988764044,0.529559748427673,0.4943820224719101,0.49056603773584906,0.5752808988764044,0.529559748427673,0.5021450459652707,0.5289308176100629
1233,GO_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_METABOLIC_PROCESS,0.5960163432073544,0.5647798742138365,0.49009193054136874,0.5333333333333333,0.5960163432073544,0.5647798742138365,0.49274770173646576,0.5383647798742138
1234,GO_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE,0.6743615934627171,0.5,0.4125638406537283,0.5477987421383648,0.6470888661899898,0.5628930817610063,0.42461695607763017,0.5371069182389937
1235,GO_CYTOKINE_PRODUCTION,0.698876404494382,0.49748427672955975,0.4193054136874361,0.5660377358490566,0.6310520939734422,0.6062893081761007,0.4161389172625128,0.5056603773584906
1236,GO_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,0.6451481103166496,0.4679245283018868,0.4334014300306436,0.6767295597484277,0.6153217568947905,0.5754716981132075,0.4326864147088866,0.6716981132075472
1237,GO_POSITIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT,0.7403472931562818,0.5522012578616352,0.3639427987742594,0.5679245283018868,0.7112359550561798,0.6264150943396227,0.3894790602655771,0.5679245283018868
1238,GO_FOREBRAIN_CELL_MIGRATION,0.700715015321757,0.6188679245283019,0.41940755873340146,0.540251572327044,0.6596527068437181,0.6371069182389938,0.41940755873340146,0.540251572327044
1239,GO_DEMETHYLATION,0.6797752808988764,0.5025157232704403,0.44402451481103167,0.46226415094339623,0.6576098059244126,0.5264150943396226,0.4503575076608784,0.49559748427672956
1240,GO_CELL_MOTILITY,0.7635342185903984,0.5484276729559748,0.32737487231869256,0.6471698113207547,0.7623084780388151,0.5685534591194968,0.3896833503575077,0.5389937106918239
1241,GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION,0.7010214504596527,0.5069182389937107,0.41113381001021454,0.5591194968553459,0.6792645556690501,0.6113207547169811,0.42379979570990806,0.5358490566037736
1242,GO_DECIDUALIZATION,0.5860061287027579,0.5383647798742138,0.47885597548518893,0.5477987421383648,0.5858018386108274,0.5383647798742138,0.47885597548518893,0.5477987421383648
1243,GO_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION,0.6032686414708887,0.5069182389937107,0.509090909090909,0.5333333333333333,0.5941777323799796,0.6138364779874214,0.5117466802860061,0.49056603773584906
1244,GO_CERAMIDE_BIOSYNTHETIC_PROCESS,0.6353421859039836,0.5169811320754717,0.4587334014300307,0.47547169811320755,0.6353421859039836,0.5169811320754717,0.4587334014300307,0.47547169811320755
1245,GO_NEGATIVE_REGULATION_OF_ORGAN_GROWTH,0.5898876404494382,0.6088050314465409,0.463023493360572,0.5452830188679245,0.5793667007150154,0.5981132075471698,0.49029622063329925,0.5823899371069182
1246,GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS,0.5914198161389173,0.5786163522012578,0.4730337078651685,0.5276729559748428,0.5793667007150153,0.590566037735849,0.4797752808988764,0.5509433962264151
1247,GO_ORGANOPHOSPHATE_ESTER_TRANSPORT,0.6491317671092952,0.5647798742138365,0.4269662921348314,0.6238993710691824,0.6255362614913177,0.5987421383647799,0.4283963227783453,0.6182389937106918
1248,GO_MICROTUBULE_CYTOSKELETON_ORGANIZATION,0.7530132788559756,0.6547169811320755,0.3623084780388151,0.7213836477987421,0.6766087844739529,0.6264150943396227,0.3880490296220633,0.6490566037735849
1249,GO_HISTONE_MONOUBIQUITINATION,0.6224719101123596,0.4918238993710692,0.4662921348314607,0.4767295597484277,0.613585291113381,0.4849056603773585,0.4764044943820224,0.48050314465408805
1250,GO_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION,0.6450459652706844,0.5339622641509434,0.4730337078651685,0.5138364779874214,0.6306435137895812,0.5327044025157233,0.47926455566905,0.46163522012578617
1251,GO_EMBRYONIC_VISCEROCRANIUM_MORPHOGENESIS,0.5337078651685392,0.5383647798742138,0.4806945863125638,0.5471698113207547,0.5257405515832482,0.5289308176100629,0.4806945863125638,0.5471698113207547
1252,GO_SOMATIC_CELL_DNA_RECOMBINATION,0.6658835546475996,0.5641509433962264,0.4335035750766088,0.5383647798742138,0.6329928498467824,0.5968553459119497,0.44239019407558733,0.5182389937106918
1253,GO_PIGMENTATION,0.7013278855975484,0.6251572327044026,0.42563840653728297,0.5459119496855346,0.6648621041879468,0.5993710691823899,0.4367722165474975,0.5691823899371069
1254,GO_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY,0.6227783452502554,0.6283018867924528,0.4853932584269663,0.4716981132075472,0.6141981613891726,0.6188679245283019,0.4853932584269663,0.4716981132075472
1255,GO_POSITIVE_REGULATION_OF_TRANSLATIONAL_INITIATION,0.5344228804902961,0.5044025157232704,0.4648621041879469,0.5050314465408805,0.5344228804902961,0.5044025157232704,0.47374872318692546,0.4861635220125786
1256,GO_NEGATIVE_REGULATION_OF_CELL_AGING,0.5736465781409602,0.5716981132075472,0.47231869254341163,0.5415094339622641,0.5736465781409602,0.5716981132075472,0.47231869254341163,0.5415094339622641
1257,GO_B_CELL_MEDIATED_IMMUNITY,0.6996935648621041,0.5679245283018868,0.39979570990806945,0.6069182389937107,0.6417773237997958,0.48867924528301887,0.39979570990806945,0.6069182389937107
1258,GO_AORTA_DEVELOPMENT,0.6596527068437181,0.5773584905660377,0.4544433094994892,0.6314465408805031,0.6394279877425945,0.560377358490566,0.45679264555669047,0.6113207547169811
1259,GO_CELL_DIFFERENTIATION_INVOLVED_IN_EMBRYONIC_PLACENTA_DEVELOPMENT,0.5902962206332992,0.6232704402515723,0.45597548518896835,0.5289308176100629,0.5812053115423902,0.6314465408805031,0.46813074565883556,0.510062893081761
1260,GO_ASYMMETRIC_CELL_DIVISION,0.5112359550561798,0.46226415094339623,0.47282941777323795,0.5050314465408805,0.5091930541368743,0.5716981132075472,0.4863125638406537,0.5792452830188679
1261,GO_SPECIFICATION_OF_SYMMETRY,0.6636363636363637,0.549685534591195,0.4052093973442288,0.580503144654088,0.618488253319714,0.4949685534591195,0.4052093973442288,0.580503144654088
1262,GO_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM,0.6223697650663943,0.469811320754717,0.4620020429009193,0.5622641509433962,0.6126659856996935,0.4779874213836478,0.472829417773238,0.6232704402515723
1263,GO_BILE_ACID_BIOSYNTHETIC_PROCESS,0.5674157303370787,0.6050314465408805,0.47191011235955055,0.5144654088050314,0.5633299284984677,0.5955974842767295,0.4892747701736466,0.5339622641509434
1264,GO_NEGATIVE_REGULATION_OF_COAGULATION,0.7004085801838611,0.6194968553459119,0.47293156281920323,0.4981132075471698,0.6547497446373851,0.6415094339622642,0.5055158324821246,0.5408805031446541
1265,GO_HISTONE_EXCHANGE,0.5688457609805925,0.510062893081761,0.44698672114402455,0.5477987421383648,0.5659856996935647,0.5415094339622641,0.44729315628192035,0.5459119496855346
1266,GO_LIPID_HOMEOSTASIS,0.69244126659857,0.5308176100628931,0.4180796731358529,0.5773584905660377,0.6787538304392237,0.5874213836477987,0.4180796731358529,0.5773584905660377
1267,GO_CELLULAR_RESPIRATION,0.6598569969356486,0.5786163522012578,0.4300306435137896,0.5031446540880503,0.6362614913176711,0.5710691823899371,0.4300306435137896,0.5031446540880503
